,url,summarised_content
26,https://edition.cnn.com/2023/02/25/tennis/barbora-krejcikova-iga-swiatek-dubai-tennis-championships-spt-intl,"[' After a dominant unbeaten run, Iga Świątek was finally beaten as she was stunned by Barbora Krejčíková in final of Dubai Tennis Championships.The world No. 1 had dropped just nine games en route to the final – the fewest ever to reach a WTA 1000 final – surpassing the previous record of 10 held by Serena Williams in 2013.But in the final, she faced an inspired Krejčíková, with the Czech player winning 6-4 6-2.It is the second time she has beaten Poland’s Świątek in the final of a tournament in recent months, having won at the AGEL Open in her home country in October of last year.And the former world No. 2 grabbed a memorable title, her first of the year, by beating the scorching hot Świątek in 91-minutes in Dubai.Krejčíková embraces Świątek after winning the final.', 'Amr Alfiky/ReutersUpsetAfter victory at the Qatar Open last week, Świątek was the in form player of those making the short trip to Dubai.And she kept up her red-hot form by reaching the final, meaning she dropped just 14 games in the six matches she played before Saturday’s final.Świątek became the second player ever to reach six WTA 1000 finals before turning 22 since Caroline Wozniacki in 2009.But in Krejčíková, she faced inspired opposition.The 27-year-old gave no quarter throughout, breaking Świątek midway through the opening set before claiming an important one set lead.And she never relinquished it, once again breaking the three-time grand slam winner to claim a famous victory.Krejčíková celebrates defeating Świątek in the final of the Dubai Tennis Championships.', 'Christopher Pike/Getty ImagesIt means that after beating world No. 2 Ons Jabeur and No. 3 Jessica Pegula in the previous two rounds, Krejčíková becomes the fifth player to beat the top three ranked players at the same event.She defeated four top-10 players at the Dubai Tennis Championships this year, which is as many as in her previous 24 tournaments played.And as a result, Krejčíková is scheduled to rise from No. 30 to No. 16 in the world rankings.']"
27,https://edition.cnn.com/2023/02/20/sport/anderson-comas-gay-chicago-white-sox-spt-intl,"['He spent last season in the White Sox single A team, the Kannapolis Cannon Ballers in North Carolina.He warned that his Instagram post was not for everyone.', '“And I was very pleased that he was comfortable sharing with us in player development.', 'I also was happy at the reaction across the organization, which as you would expect was to support, help and congratulate a teammate.']"
28,https://edition.cnn.com/2023/02/27/sport/pitch-clock-mlb-2023-spt-intl,"['“These are the kind of things that tell you why we’re starting this right now,” he told reporters.', '“If this is going to be the pace of these games, I’m OK with it,” Padres manager Bob Melvin told reporters.', '”Teams have the remaining of the preseason to make mistakes before more is at stake when the season starts for real on March 30.']"
29,https://edition.cnn.com/2023/02/27/golf/chris-kirk-alcoholism-depression-honda-classic-spt-intl,"['“I owe everything that I have in my entire life to my sobriety,” Kirk told reporters at PGA National Resort.', 'The whole week, but just to be able to make those memories with my wife and my kids will be awesome.', '“It’ll be a lot of celebrating, and I thank God that alcohol won’t be a part of it,” Kirk said.']"
30,https://edition.cnn.com/2023/02/25/tennis/jessica-pegula-doritos-tweet-spt-intl,"['“Everyone: “What is it like playing on tour?', '”Me: gets bagled on your birthday, sitting eating Doritos at midnight, waiting to get on a 16 hr flight home.', '“In all seriousness, “Pegula added in a follow-up tweet, “proud of my efforts the past two weeks.']"
31,https://edition.cnn.com/2023/02/15/sport/kansas-city-chiefs-super-bowl-parade-spt-intl,"['We ain’t done yet,” Mahomes told the massive crowd in front of Union Station.', '“So I’ll make sure to hit y’all back next year, and I hope the crowd’s the same.', 'You was on the way out the league before Mahomes resurrected your career on your 1 year deal Tik-Tok boy.']"
32,https://edition.cnn.com/2023/02/25/football/alyssa-thompson-nwsl-draft-world-cup-spt-intl,"['I just was really shocked and couldn’t believe this is really happening right now.', '“If I continue to grow as a player and continue to thrive in the NWSL environment, then I feel like I have a chance.', '”A slim chance, maybe, but Thompson is no stranger to making the seemingly impossible look routine.']"
33,https://edition.cnn.com/2023/02/26/us/aaron-rodgers-darkness-retreat-wellness-ctpr,"['“We rarely even turn our phone off or put the blinds down to sleep in darkness.', 'He credits psychedelics like psilocybin and ayahuasca for helping to alleviate his fear of death and deepening a sense of self-love.', '“Not to get somewhere, not to heal but just to be curious about what’s actually happening within yourself.”']"
34,https://edition.cnn.com/2023/02/27/tennis/novak-djokovic-steffi-graf-record-tennis-spt-intl,"['”Djokovic jumped back up to No. 1 when he won the Australian Open last month.', '“All I can do is hope at the moment because, you know, my position stays the same.', 'There’s not much else I can do except wish for a positive result,” Djokovic previously told reporters.']"
35,https://edition.cnn.com/2023/02/27/football/lionel-messi-kylian-mbappe-psg-marseille-ligue-1-spt-intl,"[' Paris Saint-Germain took control of the title race in Ligue 1 on Sunday with a huge 3-0 win away at bitter rival Marseille to extend its lead at the top of the table to eight points.It was a masterclass in attacking football from Kylian Mbappé and Lionel Messi, who combined for all three of PSG’s goals and reached individual milestones in the process.Messi scored the 700th club goal of his career, a number matched only by Cristiano Ronaldo, while Mbappé become PSG’s joint-record scorer with his 200th goal for the club.Mbappé reached his second century of goals in just 246 games, per Opta, 55 games less than Edinson Cavani took to reach the landmark.Both Lionel Messi and Kylian Mbappé reached scored landmark goals in the victory.', 'Anthony Bibard/FEP/Icon Sport/Getty Images“He is the best striker in the world, that’s for sure, because he plays with speed and everything he does he does quickly,” PSG head coach Christophe Galtier told reporters.', '“He does it with great intensity and he knows how to be present in big matches, that’s also the sign of a great player.']"
36,https://edition.cnn.com/2023/02/26/football/manchester-united-newcastle-united-carabao-cup-final-spt-intl,"['The first trophy of the season but we want more.', 'It’s not enough for this club, we want more and we need more because our standards deserve more.', '”He added: “We want to be involved in a lot of games and that means we’ve got to stay in the competitions.']"
37,https://edition.cnn.com/2023/02/27/sport/jake-paul-loss-tommy-fury-fight-intl-hnk-spt,"['“In my first main event, 23 years old, I had the world on my shoulders, and I came through,” Fury said after the fight.', '“This, to me, is a world title fight.', '”British reality TV star Tommy Fury (C) celebrates after his split decision win against US YouTuber Jake Paul.']"
38,https://edition.cnn.com/2023/02/23/sport/campbell-johnstone-all-blacks-rugby-spt-intl,"['“And then one day, this other side of me, my sexuality, was coming through and I liked guys.', '“I’d go home and then the anxiety would rise and then I’d go out the door, go to training.', '“That, in a nutshell, will make your team stronger and more effective,” says Johnstone, “and you’ll get better results, I believe.”']"
39,https://edition.cnn.com/2023/02/26/sport/australia-south-africa-women-t20-world-cup-spt-intl,"['“It is a pretty special effort from the group,” Lanning told Sky Sports afterwards.', '“We felt we had a good score and felt confident if we could hit our areas.', 'We have a special group, not just the players but also the support staff.']"
40,https://edition.cnn.com/2023/02/24/sport/boxing-olympics-chaos-iba-usa-spt-intl,"['”The IOC voted unanimously to implement the recommendations.', '”As a result of its exclusion from the qualification process and the official Tokyo Games, the IBA lost the right to run the qualifications for the Tokyo 2020 Games.', '“This culture of corruption was developed over time and fixing it will take time to be done right, which has been ongoing for more than 2 years.']"
41,https://edition.cnn.com/2023/02/27/football/besiktas-football-turkey-earthquake-spt-intl,"[' In a show of support for children impacted by the earthquake in Turkey, soccer fans threw stuffed animals onto the pitch during a match between Beşiktaş and Antalyaspor on Sunday.The game stopped at four minutes and 17 seconds to correspond with the time the earthquake struck southeastern Turkey – 4:17 a.m. local time on February 6.Fans showered the stadium with teddy bears and other stuffed toys of all colors and sizes during the match at Vodafone Park.These will be sent by Beşiktaş to children impacted by the earthquake, which has killed about 50,000 people across Turkey and Syria.Players rushed to collect the stuffed animals while the scoreboard screen flashed with the license plate numbers of the eleven Turkish provinces impacted by the earthquake.Toys are passed onto the pitch for children affected by the earthquake in Turkey and Syria.', 'Huseyin Yavuz/dia images/Getty ImagesSome Besiktas fans also chanted “government resign” in protest against the official response to the disaster, viewed by many in Turkey as being slow and insufficient.In some areas, people complained that there were no organized relief efforts and that scores of bodies were slow to be collected, causing the stench of death to spread.Turkish President Recep Tayyip Erdoğan’s partner in government, the Nationalist Movement Party (MHP) head Devlet Bahçeli, called for soccer games to be played without fans and ended his Beşiktaş membership in light of the anti-government chants.On Saturday, Fenerbahçe fans also chanted slogans calling for the government to resign.']"
42,https://edition.cnn.com/2023/02/15/sport/jonathan-gannon-eagles-arizona-cardinals-nfl-spt-intl,"['“I am super excited about the opportunity,” Gannon said.', '“I look forward to getting my hands on the players and putting a winning product on the field.', '”Gannon, 40, has 15 years of coaching experience, spending the last two seasons as the defensive coordinator of the Eagles which included the trip to Super Bowl LVII.In his time in Philadelphia, Gannon overhauled the Eagles defense from a liability into one of the meanest units in the NFL.']"
43,https://edition.cnn.com/2023/02/27/sport/damian-lillard-71-points-record-nba-spt-intl,"['“I enjoy those moments in the game when I’m just going after people,” the NBA All-Star said after the game.', '“It really, really was a masterful performance,” Portland coach Chauncey Billups said of his star’s game.', '”Any postgame celebrations for Lillard were cut short after he was picked for a drug test.']"
44,https://edition.cnn.com/2023/02/22/football/palestianian-national-soccer-team-world-cup-spt-intl,"['“The Israeli occupation doesn’t just affect me, but affects … Palestinian sports in general,” the Palestinian team’s goalkeeper Rami Hamadeh told  Sports.', 'Sarsak was released in 2012 following a hunger strike.Israel alleged he was a member of the Islamic Jihad group.', '“There are always clashes and limitations by the occupation, whether it is clashes happening in matches, or arresting athletes.']"
45,https://edition.cnn.com/2023/02/26/sport/byron-jones-nfl-injuries-spt-intl,"['Today I can’t run or jump because of my injuries sustained playing this game,” Jones tweeted.', 'Jones spent the 2022 season on the physically unable to perform list as a member of the Dolphins.', '”It’s unclear whether Jones, who is still on the Dolphins’ roster, intends to retire from the NFL.']"
46,https://edition.cnn.com/2023/02/23/tennis/djokovic-us-tennis-participation-intl-spt,"['“Look, last year I did miss both Indian Wells, Miami and all the US Open swing,” 22-time grand slam winner Djokovic told reporters in Belgrade on Wednesday.', 'I mean, I hope it doesn’t, but that’s all I can do.', 'All I can do is hope at the moment because, you know, my position stays the same.']"
47,https://edition.cnn.com/2023/02/20/golf/jon-rahm-tiger-woods-genesis-invitational-spt-intl,"['”“My body and my leg and my back just won’t allow me to play much more than that anymore,” he told CBS.', '“So that was my goal last year and I was able to play three of the four, and this year, I can hopefully play all four.', 'That is going to be my schedule going forward because of all of the limitations I have.Rahm won his fifth tournament in his last nine starts.']"
48,https://edition.cnn.com/2023/02/27/football/super-league-documentary-football-jeff-zimbalist-spt-intl,"['“The dynamics at play here aren’t that different from the emotional and relational dynamics that we all have in our lives every day,” he adds.', '“These are human beings, flesh and blood, with three dimensions who are feeling all sorts of emotion during this time.', '“Maybe the battle of this version of the Super League and is perhaps close to over.']"
49,https://edition.cnn.com/2023/02/22/golf/golf-outrageous-fashion-spt-spc-intl,"[' There have been a lot of dull outfits on the fairways over the years – monochrome colors, polo shirts, and plain caps galore.', 'Head to toe in fluorescent orange?', 'Had to be Rickie Fowler.']"
50,https://edition.cnn.com/2023/02/27/motorsport/bahrain-grand-prix-formula-one-spt-intl,"['“Sportswashing” refers to governments using high-profile sporting events to project a favorable image of their country around the world, often to draw attention away from alleged wrongdoing.', '“F1 must establish an independent and impartial inquiry to examine the role of their races in human rights violations, and the FIA must adopt a human rights policy consistent with UN principles.', '“Failure to do so will allow their sport to continue to be used to repair the reputation of brutal dictators.']"
51,https://edition.cnn.com/2023/02/16/sport/lesley-paterson-all-quiet-on-the-western-front-film-triathlon-spt-intl,"['“It really sort of encapsulates the entire message of the film – that the uniform’s more important than the man,” Paterson tells  Sport.', '”The scene, first visualized on a run in the Scottish Highlands, proved prescient.', 'Last year, Russian soldiers fighting in Ukraine complained of having to buy their own uniforms amid a shortage of basic equipment.']"
52,https://edition.cnn.com/2023/02/27/golf/akshay-bhatia-shirtless-mud-honda-classic-spt-intl,"['Fortunately, his girlfriend was on hand with a change of clothes, and the golfer pushed on with his round.Bhatia tracks his shot from the sixth hole.', 'Sam Greenwood/Getty ImagesBhatia had been riding the wave of an excellent second round, but effectively saw any chance of a first PGA Tour victory collapse across four holes.', '“I feel like my body looks good, and hopefully on TV it makes it look a little bigger.']"
53,https://edition.cnn.com/2023/02/26/sport/armand-duplantis-sixth-world-record-pole-vault-spt-intl,"['🌎🤩 Phénoménal !', ""🇸🇪 Armand Duplantis est sur le toit du monde à Clermont-Ferrand en s'élevant à 6️⃣,2️⃣2️⃣ m !Il faudra bientôt relever le plafond !"", 'He held the world record until Lavillenie outjumped his mark in an event in Bubka’s home city of Donetsk which had him in attendance.']"
54,https://edition.cnn.com/2023/02/28/sport/los-angeles-lakers-players-qualify-nba-spt-intl,"[' The Los Angeles Lakers’ rollercoaster season shows no sign of slowing down.During the Lakers’ 27-point comeback victory over the Dallas Mavericks on Sunday, TV cameras caught LeBron James saying he heard his foot “pop” when landing from a layup.', '”Just another day in ‘Laker Land’ – and it couldn’t have come at a worse time.With 21 games remaining and sitting two spots outside of a spot in the postseason’s play-in tournament – and six spots away from automatic qualification to the playoffs – the Lakers remain in danger of missing the playoffs for the second successive season.', 'Or will we see those famous yellow and purple uniforms in the NBA’s business end of the season?Dennis Schröder of the Los Angeles Lakers shoots over Jonas Valančiūnas of the New Orleans Pelicans.']"
55,https://edition.cnn.com/2023/02/16/sport/lesley-paterson-all-quiet-on-the-western-front-film-triathlon-spt-intl,"['“It really sort of encapsulates the entire message of the film – that the uniform’s more important than the man,” Paterson tells  Sport.', '”The scene, first visualized on a run in the Scottish Highlands, proved prescient.', 'Last year, Russian soldiers fighting in Ukraine complained of having to buy their own uniforms amid a shortage of basic equipment.']"
56,https://edition.cnn.com/2023/02/27/sport/damian-lillard-71-points-record-nba-spt-intl,"['“I enjoy those moments in the game when I’m just going after people,” the NBA All-Star said after the game.', '“It really, really was a masterful performance,” Portland coach Chauncey Billups said of his star’s game.', '”Any postgame celebrations for Lillard were cut short after he was picked for a drug test.']"
57,https://edition.cnn.com/2023/02/27/football/super-league-documentary-football-jeff-zimbalist-spt-intl,"['“The dynamics at play here aren’t that different from the emotional and relational dynamics that we all have in our lives every day,” he adds.', '“These are human beings, flesh and blood, with three dimensions who are feeling all sorts of emotion during this time.', '“Maybe the battle of this version of the Super League and is perhaps close to over.']"
58,https://edition.cnn.com/2023/02/22/football/palestianian-national-soccer-team-world-cup-spt-intl,"['“The Israeli occupation doesn’t just affect me, but affects … Palestinian sports in general,” the Palestinian team’s goalkeeper Rami Hamadeh told  Sports.', 'Sarsak was released in 2012 following a hunger strike.Israel alleged he was a member of the Islamic Jihad group.', '“There are always clashes and limitations by the occupation, whether it is clashes happening in matches, or arresting athletes.']"
59,https://edition.cnn.com/2023/02/27/tennis/novak-djokovic-steffi-graf-record-tennis-spt-intl,"['”Djokovic jumped back up to No. 1 when he won the Australian Open last month.', '“All I can do is hope at the moment because, you know, my position stays the same.', 'There’s not much else I can do except wish for a positive result,” Djokovic previously told reporters.']"
60,https://edition.cnn.com/2023/02/24/sport/boxing-olympics-chaos-iba-usa-spt-intl,"['”The IOC voted unanimously to implement the recommendations.', '”As a result of its exclusion from the qualification process and the official Tokyo Games, the IBA lost the right to run the qualifications for the Tokyo 2020 Games.', '“This culture of corruption was developed over time and fixing it will take time to be done right, which has been ongoing for more than 2 years.']"
61,https://edition.cnn.com/2023/02/23/sport/campbell-johnstone-all-blacks-rugby-spt-intl,"['“And then one day, this other side of me, my sexuality, was coming through and I liked guys.', '“I’d go home and then the anxiety would rise and then I’d go out the door, go to training.', '“That, in a nutshell, will make your team stronger and more effective,” says Johnstone, “and you’ll get better results, I believe.”']"
62,https://edition.cnn.com/2023/02/23/tennis/djokovic-us-tennis-participation-intl-spt,"['“Look, last year I did miss both Indian Wells, Miami and all the US Open swing,” 22-time grand slam winner Djokovic told reporters in Belgrade on Wednesday.', 'I mean, I hope it doesn’t, but that’s all I can do.', 'All I can do is hope at the moment because, you know, my position stays the same.']"
63,https://edition.cnn.com/2023/02/25/football/alyssa-thompson-nwsl-draft-world-cup-spt-intl,"['I just was really shocked and couldn’t believe this is really happening right now.', '“If I continue to grow as a player and continue to thrive in the NWSL environment, then I feel like I have a chance.', '”A slim chance, maybe, but Thompson is no stranger to making the seemingly impossible look routine.']"
64,https://edition.cnn.com/2023/02/22/golf/golf-outrageous-fashion-spt-spc-intl,"[' There have been a lot of dull outfits on the fairways over the years – monochrome colors, polo shirts, and plain caps galore.', 'Head to toe in fluorescent orange?', 'Had to be Rickie Fowler.']"
65,https://edition.cnn.com/2023/02/26/sport/armand-duplantis-sixth-world-record-pole-vault-spt-intl,"['🌎🤩 Phénoménal !', ""🇸🇪 Armand Duplantis est sur le toit du monde à Clermont-Ferrand en s'élevant à 6️⃣,2️⃣2️⃣ m !Il faudra bientôt relever le plafond !"", 'He held the world record until Lavillenie outjumped his mark in an event in Bubka’s home city of Donetsk which had him in attendance.']"
66,https://edition.cnn.com/2023/02/25/tennis/jessica-pegula-doritos-tweet-spt-intl,"['“Everyone: “What is it like playing on tour?', '”Me: gets bagled on your birthday, sitting eating Doritos at midnight, waiting to get on a 16 hr flight home.', '“In all seriousness, “Pegula added in a follow-up tweet, “proud of my efforts the past two weeks.']"
67,https://edition.cnn.com/2023/02/28/football/achraf-hakimi-rape-investigation-spt-intl,"['He scored the penalty kick that took Morocco to the World Cup semifinals during Qatar 2022.', '“The Nanterre prosecutor’s office does not wish to comment on this ongoing investigation, as the information already published jeopardizes the inquiries necessary for finding the truth,” the prosecutor’s office told .', 'has reached out to Hakimi and PSG for comment.Hakimi, who is considered one of the best defenders in the world, joined PSG from Inter Milan in 2021.']"
68,https://edition.cnn.com/2023/02/27/golf/chris-kirk-alcoholism-depression-honda-classic-spt-intl,"['“I owe everything that I have in my entire life to my sobriety,” Kirk told reporters at PGA National Resort.', 'The whole week, but just to be able to make those memories with my wife and my kids will be awesome.', '“It’ll be a lot of celebrating, and I thank God that alcohol won’t be a part of it,” Kirk said.']"
