url,gold truth,pegasus summary
https://edition.cnn.com/2023/02/26/football/manchester-united-newcastle-united-carabao-cup-final-spt-intl,"Manchester United won the Carabao Cup 2-0 against Newcastle United, marking their first trophy win since 2017. Casemiro and a Sven Botman own goal secured the victory. The win is a testament to Manchester United's turnaround under manager Erik ten Hag, who has transformed the club from perennial underachievers to trophy winners in just over 10 months. For Newcastle United, who have not won any major silverware for 54 years, the loss adds to a long history of disappointment at Wembley, having now lost each of their last nine matches at the stadium.","manchester united won its first trophy since 2017 with a 2-0 victory over newcastle united to win the carabao cup stadium wembley in the north-east of England on Sunday, 29 May..... and it was a trophy they didn't want to lose.... and it was a trophy they didn't want to lose... and it was a trophy they didn't want to lose... and it was a trophy they didn't want to lose... and it was a trophy they didn't want to lose... and it was a trophy they didn't want"
https://edition.cnn.com/2023/02/28/sport/los-angeles-lakers-players-qualify-nba-spt-intl,"LeBron James' injury adds to the Los Angeles Lakers' tumultuous season. Reports suggest the 19-time All-Star could miss several weeks, potentially dealing a blow to the team's playoff hopes. Despite a recent three-game winning streak, the Lakers sit two spots outside the postseason's play-in tournament and six spots away from automatic qualification to the playoffs. This season has been one of questions for the Lakers, with criticism aimed at their finite amount of time to build a contender around James. However, the Lakers could still reach the playoffs using either the play-in tournament or the old-fashioned method.","One of the NBA's all-time greats has been ruled out for the rest of the season after suffering a foot injury in the Los Angeles lakers' win over the Memphis Grizzlies at the Staples Center in Los Angeles on Sunday, reports the BBC'sdennis schrder, and it's a blow to the lakers' hopes of qualifying for the play-offs."
https://edition.cnn.com/2023/02/28/football/achraf-hakimi-rape-investigation-spt-intl,"Paris Saint-Germain and Morocco national team player Achraf Hakimi is being investigated by French authorities for alleged rape, according to a source close to the investigation. The Nanterre prosecutor's office is leading the investigation into the full-back, who scored the penalty that took Morocco to the World Cup semifinals during Qatar 2022. Hakimi has denied the accusations, and a PSG spokesperson said the club ""supports the player"" and ""trusts the justice system.""","A member of Morocco's national football team is being investigated for rape, according to a source close to the investigation, who asked not to be named due to the sensitivity of the case, as well as the nature of the alleged crime, which has not yet been confirmed by the prosecutor's office in the city of nanterre, north-west France, where the investigation is taking place."
https://edition.cnn.com/2023/02/26/us/aaron-rodgers-darkness-retreat-wellness-ctpr,"Green Bay Packers quarterback Aaron Rodgers recently went on a four-day 'darkness retreat', staying in a pitch-black cabin in isolation with his thoughts. Such retreats are becoming increasingly popular and are believed to provide a range of benefits. The practice is offered by several centers including Sky Cave Retreats in Southern Oregon, where participants stay in cabins built specifically for isolation. There is limited research on the effects of darkness therapy, but it is thought to strip away modern sensory input and distractions and help participants focus on the present moment, leading to self-discovery and greater peace.","If you've ever wondered what it's like to spend a week in the dark, here's your answer: it's a new-age therapy that's been around for thousands of years, but is now being offered by some of the world's most well-known and well-known athletes, celebrities and other high-profile people. and is it just another new-age fad or perhaps something that could benefit the rest of us?"
https://edition.cnn.com/2023/02/22/football/palestianian-national-soccer-team-world-cup-spt-intl,"The Israeli-Palestinian conflict has cast a shadow over Palestinian football, with Palestinian athletes facing arrests, travel restrictions and visa issues. Palestinian athletes' movements are determined by the identification card they hold, which is issued by the Israeli military. Palestinians in the occupied West Bank and the Gaza Strip hold green IDs, while Palestinians in Jerusalem hold blue IDs. Despite the obstacles, Palestinian athletes continue to dream big, with the Palestinian football team enjoying a successful run in the 2023 AFC Asian Cup qualifiers. The ultimate goal is to qualify for the World Cup.","palestinians are celebrating after their team qualified for the semi-finals of the football World Cup for the first time in the territory's history, despite their long-running conflict with israel over control of the occupied West Bank and east jerusalem, both of which are claimed by israel as part of its1967 war-won ""land grab"" in the occupied West Bank."
https://edition.cnn.com/2023/02/25/sport/yaroslav-amosov-logan-storley-mma-bellator-spt-intl,"Yaroslav Amosov, the Bellator MMA world champion, won his welterweight bout against Britain's Michael Page, defending his title. The fight was originally scheduled for May 2022, but was postponed when Amosov returned to Ukraine to help in the war effort. He outclassed his opponent, Logan Storley, in Dublin, dedicating his victory to his home country. Amosov has been actively involved in the Ukrainian conflict, helping civilians in and around his hometown of Irpin. He currently holds the longest active unbeaten streak in all of MMA, at 27-0.","It was an emotional night at London's O2 Arena on Saturday as two of the UK's top mixed martial arts fighters took part in their first title fights since the start of the war in eastern Ukraine in April last year, which has left more than 10,000 people dead and thousands more missing, many of them children, and displaced tens of thousands of people in the country's east."
https://edition.cnn.com/2023/02/25/football/alyssa-thompson-nwsl-draft-world-cup-spt-intl,"Alyssa Thompson made history by becoming the first high schooler to be drafted first overall in the National Women's Soccer League (NWSL). Despite her achievements, Thompson remains focused on her studies and is determined to inspire the next generation of girls playing the game. She is also the first player of Peruvian and Filipino heritage to be picked at No. 1. Thompson hopes to make her debut for Angel City FC next month and is determined to make the USWNT roster for the upcoming Women's World Cup.","When the National Women's Soccer League (nwsl) announces its no. 1 draft pick every year, it's easy to get caught up in the moment and forget about the next day's classes, let alone what's next for the high schooler who was chosen as the highest-ranked player in this year's draft. ""as long as it gets me to graduate, weekend trips to tournaments and camps, and in front of a packed stadium, thompson was subbed on for uswnt superstar megan rapinoe, making her debut for the"
https://edition.cnn.com/2023/02/28/football/french-football-federation-resignations-le-graet-spt-intl,"Noël Le Graët has resigned as the president of the French Football Federation (FFF) after an audit by the sports ministry found that he had shown ""inappropriate behaviour"" towards women. Le Graët, who had been in charge of the FFF since 2011, has denied any wrongdoing. He stepped down from his role last month but was due to continue in the position until 2024. The FFF has named Philippe Diallo as the interim president until June 2023. Le Graët has also previously caused controversy by making comments about homophobia and Zinedine Zidane.","The president of the French Football Federation (fff), nol le grat, has resigned, the fff has announced in a statement on its website (www.fff.fr) - the first time a French president has done so since the sport's world governing body, Fifa, introduced a four-year presidential term in 2013... and the first time a French president has done so since the sport's world governing body, Fifa, introduced a four-year presidential term in 2013 - the first time a French president has done so since the sport's world governing"
https://edition.cnn.com/2023/02/27/motorsport/bahrain-grand-prix-formula-one-spt-intl,"Human rights group, Bahrain Institute for Rights and Democracy (BIRD), has written to Formula One CEO Stefano Domenicali expressing concerns about F1's role in ""sportswashing"" ahead of the Bahrain and Saudi Arabia Grands Prix. BIRD urged F1 and the FIA to not ""sportswash the blood-soaked images"" of both countries, referring to their alleged human rights violations. F1 and the FIA defended their position, stating their commitment to human rights, but BIRD insists that an independent inquiry should be established to examine the role of F1 races in human rights violations.","Formula 1's governing body has been urged not to ""sport the blood-soaked images"" of Bahrain and Saudi Arabia in the run-up to this year's season-opening race in bahrain, which is being held in the Gulf kingdom for the first time as part of this year's campaign to promote human rights in the Arab world's oil-rich Gulf states."
https://edition.cnn.com/2023/03/01/football/damar-hamlin-brandon-beane-buffalo-bills-spt-intl,"Buffalo Bills general manager Brandon Beane has said it’s still uncertain whether Damar Hamlin, who suffered a cardiac arrest in January during a game, would play again. Hamlin needs full medical clearance if he wants to play again. Beane said that while he would love to give Hamlin a “storybook ending,” doctors have not yet determined the cause of the cardiac arrest. Hamlin has seen several specialists since the NFL season concluded and needs to see two or three more specialists.","An American football player who collapsed on the field during a game is ""doing great"" but needs full medical clearance if he wants to play again, according to his boss, who says he ""would love to give the storybook ending"" to the recovery of damar hamlin's recovery from a cardiac arrest, but admitted it's still unclear whether he'll play again, writes BBC Sport."
https://edition.cnn.com/2023/02/28/football/turkey-football-fans-banned-government-spt-intl,"Fenerbahçe fans who chanted anti-government slogans during a previous match have been banned from attending the team's upcoming match against Kayserispor. The decision was taken by the Provincial Security Board citing ""security reasons"". Fenerbahçe protested the decision, calling it a ""strange"" one that will ""deepen the social polarization"". Last week, Fenerbahçe fans chanted anti-government slogans, while Beşiktaş fans also chanted ""government resign"" at their game, in protest against the official response to the earthquake. Some fans also showered the stadium with stuffed toys to be sent to children impacted by the disaster.","Supporters of a Turkish football team have been banned from attending a match in the south-eastern province of Diyarbakir due to ""security reasons"", the team and state media said on Saturday, calling the decision a ""strange one that has nothing to do with sportive criteria, in a way that will deepen the way that social polarization deepens.""... read more!--"
https://edition.cnn.com/2023/02/20/sport/anderson-comas-gay-chicago-white-sox-spt-intl,"Chicago White Sox minor league baseball player Anderson Comas came out as LGBTQ+ in an Instagram post, saying he was ""proudly and happily part of the LGTBQ+ community."" The 23-year-old pitcher warned that his post was not for everyone, but said he wanted to inspire others to fight for their dreams and not listen to ""stupid things that people say about us."" The White Sox assistant general manager/player development Chris Getz said the team was proud of Comas and that he had first shared his news with them last year.","A minor league baseball player has come out as gay, in a social media post that has been met with an outpouring of support from fellow players and fans, as well as criticism from those who say gay people can't be people in this life, reports the BBC's Danica Bellini, who has been covering the sport for more than 20 years and is a regular contributor to the BBC Sport website."
https://edition.cnn.com/2023/02/27/golf/akshay-bhatia-shirtless-mud-honda-classic-spt-intl,"American golfer Akshay Bhatia was forced to remove his shirt twice during the Honda Classic at the PGA National Resort in Palm Beach, Florida, as he played through muddy banks. During his third round, Bhatia was cheered on by fans after changing into spare clothing offered by his girlfriend following the sixth hole, and then removing his shoes and shirt on the 15th hole after his tee shot landed in a swamp. Despite losing any chance of a first PGA Tour victory, Bhatia remained upbeat and joked about giving modelling a try if his golf career does not work out.","If you were watching the final round of the PGA Tour's OHL Classic in Mayakoba, Mexico, you'd have been forgiven for thinking you'd seen the final round of the US Open, rather than the final round of the PGA Tour's OHL Classic in Mayakoba, Mexico, which was played on the same day as the US Open on the PGA Tour's website."
https://edition.cnn.com/2023/02/28/football/fifa-best-awards-lionel-messi-alexia-putellas-spt-intl,"The Best FIFA Men's Player and Best FIFA Women's Player awards were won by Lionel Messi and Alexia Putellas respectively. Messi won the award for the second time in the current format, beating his teammate Kylian Mbappé and Real Madrid's Karim Benzema. Putellas was named the Best FIFA Women's Player for the second consecutive year, beating US international Alex Morgan and England's Beth Mead. The Puskás Award for the best goal in men's and women's football was won by Polish amputee star Marcin Oleksy for an outrageous scissor-kick goal.","Argentina's Lionel messi and alexia putellas were named as the best players in men's and women's football at Fifa's annual awards ceremony in Paris, France, on Thursday, 24 December.., read more.., read more.., read more.., read more.., read more.., read more.., read more.., read more.., read more.., read more.., read more.., read more.., read more.., read more.., read"
https://edition.cnn.com/2023/02/28/golf/the-masters-food-concessions-kit-spc-spt-intl,"Fans who won't be able to attend the Masters Golf Tournament in Augusta National in April can still enjoy the famous food concession items by ordering the ""Taste of the Masters"" hosting kit, which can be delivered to homes across the US for $175. The kit contains tubs of pimento cheese, egg salad, and pork bar-b-que, as well as potato chips, cookies, and a set of souvenir cups, wax paper, and coasters all emblazoned with the Masters branding. The kit was first introduced in 2020 due to COVID-19 restrictions and has since been made available again for 2023.","From hot dogs to gatorade, here's a look at some of the food and drinks forever tied to some of the world's most famous sporting events, from the Masters in Augusta, Georgia, to the US Open in New York, to the Wimbledon Championships in London, to the US Open in New York, to the Masters in Augusta, to the US Open in New York, to the US Open in New York, to the Masters in Augusta, to the US Open in New York, to the Masters in Augusta, to the US Open in New York, to"
https://edition.cnn.com/2023/02/28/football/nick-bontis-canada-soccer-president-resign-spt-intl,"Canada Soccer president Nick Bontis has resigned, as the national team programmes’ collective bargaining negotiations continue. Bontis left following a letter from a group of Canadian provincial and territorial organisations, known as the Presidents Forum, requesting his resignation, according to reports. The Canadian men’s and women’s national teams have been in negotiations for a new contract, with the women seeking equal pay relative to the men’s team. Canada is co-hosting the next men’s World Cup in 2026, while the women are preparing for the upcoming World Cup this summer, having won gold at the 2021 Tokyo Olympics.","Canada's men's and women's national teams are seeking equal pay relative to men's team, but the head of the country's governing body has resigned in the wake of a pay dispute with its provincial and territorial associations, according to a report from CTV's Canada AM on Wednesday morning, with the exception of the men's national team, which is owned by the Canadian Soccer Association."
https://edition.cnn.com/2023/02/28/sport/mia-brookes-snowboarding-world-champion-spt-intl,"British snowboarder Mia Brookes, 16, has become the youngest snowboarding world champion after winning gold in the women’s slopestyle at the Snowboard, Freestyle and Freeski World Championships in Bakuriani, Georgia on 28 March. Brookes is also the first woman to land a CAB 1440 double grab in official competition. She earned a winning score of 91.38, securing her country’s first snowboard slopestyle world title. She is now targeting success at the 2026 Winter Olympics in Milan-Cortina.","British teenagermia brookes has become the youngest ever snowboarder to win a gold medal at the Winter Olympics in Pyeongchang, South Korea, with victory in the women's snowboard slopestyle event at the Winter Games on Saturday night, reports the BBC's Dan Roan., who was on hand to see it all happen at the Alpensia Ski and Snowboard Centre in Pyeongchang, South Korea."
https://edition.cnn.com/2023/02/27/sport/pitch-clock-mlb-2023-spt-intl,"New MLB rules designed to speed up play are causing confusion for players. During a spring training game between the Braves and the Red Sox, a new pitch clock regulation sparked confusion when the umpire jumped in to award strike three as the clock hit eight seconds, penalizing Braves hitter Cal Conley. Under the new rules, hitters must be ready in the batter's box with eight seconds remaining. Other changes include pitchers having 15 seconds to complete a delivery with bases empty and 20 seconds with runners on bases, and batters being limited to one timeout per plate appearance.","Major League Baseball's new pitch clock rules have been met with a mix-up in a spring training game between the braves and the red sox, with one player being given a time violation for taking too long to pitch his delivery, while the other was given an award for taking too long to run to first base after being told he had taken too long to get to his delivery."
https://edition.cnn.com/2023/02/27/golf/chris-kirk-alcoholism-depression-honda-classic-spt-intl,"Golfer Chris Kirk has spoken of how he attributes his fifth PGA Tour victory to his sobriety. Kirk secured his first victory in over seven years on Sunday, winning The Honda Classic in Florida. He committed to sobriety almost four years ago, after taking an ""indefinite leave"" from golf to deal with his alcohol abuse and depression. In a candid interview on the eve of his comeback, Kirk revealed his multiple unsuccessful attempts to give up alcohol, which had led to his world ranking plummeting. Following his victory, Kirk is now ranked No. 32 in the world.","It had been a long time since the world's best golfers were competing at the same time, and it had been a long time since one of them had won on the PGA Tour, but that was not the only thing that had been on the mind of Kevin kirk as he prepared to defend his pga tour title at the arnold palmer invitational in the Bahamas on Sunday."
https://edition.cnn.com/2023/02/25/tennis/jessica-pegula-doritos-tweet-spt-intl,"World No. 3 tennis player Jessica Pegula has revealed the unglamorous side of being a professional tennis player in a funny tweet after losing a match. The tweet showed her eating Doritos at midnight, waiting to get on a 16-hour flight home after being defeated in the Dubai Championships semifinals. Despite the loss, Pegula has had a successful past two weeks, reaching the semifinals in Dubai and the final of the Qatar Open. Pegula is rising as one of the top players on tour, achieving a career-high ranking in singles and doubles.","Tennis player Jessica pegula has revealed the ""unglamorous"" side of the sport in a funny tweet after losing 6-1 5-7 6-0 to barborajkov in the women's singles semi-finals at the Australian Open - by sitting down for a doritos dinner at midnight on her birthday, waiting to get on a 16 hour flight home, writes the BBC's Laura Kuenssberg."
https://edition.cnn.com/2023/02/15/sport/kansas-city-chiefs-super-bowl-parade-spt-intl,"The Kansas City Chiefs celebrated their Super Bowl victory with a parade and rally in Missouri, where quarterback Patrick Mahomes told the crowd that the future held more big wins. Mahomes was awarded MVP for both the NFL season and Super Bowl. Last year, an estimated 800,000 to one million fans attended the celebrations, and early indications showed that number was likely to be matched. The players took selfies, signed autographs, and handed out beers to fans during the parade. Tight end Travis Kelce thanked fans, his teammates, and members of the Chiefs’ organisation for what he called a dynasty.","Hundreds of thousands of Kansas City Chiefs fans lined the streets of the city to celebrate the team's win in the NFL's Super Bowl on Sunday, with some saying it was the biggest win in the team's history and others claiming it was the biggest win in the city's history as a whole, as well as the team's history in the US, as a whole."
https://edition.cnn.com/2023/03/01/sport/manny-machado-san-diego-padres-contract-spt-intl,"The San Diego Padres have signed third baseman Manny Machado to an 11-year contract extension worth $350 million, the fourth-highest in MLB history. Machado, a six-time All-Star, last season finished second in the MVP voting in the National League. With Machado committed alongside fellow stars Xander Bogaerts, Juan Soto, Yu Darvish, and Josh Hader, the Padres have genuine title aspirations. Machado had previously signed a contract with the Padres in 2019 and was reportedly planning to exercise an option in his deal to opt out after the coming season, before agreeing to the extension.","The San Francisco Giants have signed third basemanmanny machado to a new 11-year contract, worth $350 million, according to spotrac, making it the fourth-highest contract in mlb history, savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay savesay"
https://edition.cnn.com/2023/03/01/sport/aaron-rodgers-decision-darkness-spt-intl,"Green Bay Packers quarterback Aaron Rodgers has yet to reveal his decision on whether he will stay or leave the team. In an interview on the Aubrey Marcus Podcast, Rodgers said he will ""make a decision soon enough,"" and that it would be best for everyone involved to know sooner rather than later. He also discussed his recent retreat in total darkness for four days and nights, saying that he used the time to find inner peace and that the answers to his decision lie within himself.","Aaron Rodgers says it's ""best for everybody involved"", directly and indirectly, to make a decision sooner than later on whether or not he's going to return to the Green Bay Packers for a 13th season in the National Football League, but it's ""best for everybody involved"", directly and indirectly, to make a decision sooner than later on whether or not he's going to return to the Green Bay Packers for a 13th season in the National Football League, but it's ""best for everybody involved"", directly and indirectly, to make a decision sooner"
https://edition.cnn.com/2023/03/01/football/newcastle-fan-tattoo-league-cup-spt-intl,"A Newcastle United fan who had a tattoo celebrating his club winning a trophy for the first time in nearly 70 years, is left regretting the decision after the club lost the League Cup final 2-0 to Manchester United. Kris Cook had “Tell me ma me ma” and “NUFC Cup winners 26/02/23” inked on his leg. Cook said he didn't think he'd be walking around with it for the rest of his life and he may have to wait for Newcastle to win something before it's accurate.","""i think she was thinking it was a bad idea at the same time, but i got it done"", says one Newcastle United fan who got a tattoo celebrating his club's failure to win a domestic cup final in the club's first season back in the top flight after a gap of 70 years, writes the BBC's JamesPearce at the club's training ground."
https://edition.cnn.com/2023/02/28/us/irv-cross-nfl-sportscaster-death-cte-spt,"Former NFL player and CBS sports analyst Irv Cross had stage 4 chronic traumatic encephalopathy (CTE), a neurodegenerative brain disease caused by repeated head trauma. Cross is one of 345 former NFL players diagnosed with CTE by Boston University's CTE Center and UNITE brain bank team out of 376 former NFL players studied. CTE can lead to memory loss, confusion, aggression, depression, anxiety, and suicidal behavior. Cross, who played for the Philadelphia Eagles and the Los Angeles Rams and won the Pete Rozelle Radio-Television Award, died two years ago at the age of 81.","One of America's most famous sportscasters has been diagnosed with a brain disease linked to repeated blows to the head, the University of California, Los Angeles said on Wednesday., according to the university's Center for the Study of Traumatic Encephalopathy (Cte) in the College of Letters, Science and the Arts, and the University of California, Los Angeles (UCLA)."
